Stno;Descr;Block;nc;Start;Time;Classifier;Club no.;Cl.name;City;Nat;Cl. no.;Short;Long;Legs;Num1;Num2;Num3;Text1;Text2;Text3;Start fee;Paid;Surname;First name;YB;S;Start;Finish;Time;Classifier;Chip;Rented;Database Id;Surname;First name;YB;S;Start;Finish;Time;Classifier;Chip;Rented;Database Id;Surname;First name;YB;S;Start;Finish;Time;Classifier;Chip;Rented;Database Id;(may be more) ...;Pl
11;"";;0;2:00;2:21:18;0;3;"";"OK Tivoli";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Borštnik";"Andrej";;M;2:00;50:08;48:08;0;887797;0;"";"Dovč";"Jan";;M;50:08;1:36:27;46:19;0;1398938;0;"";"Šumečki";"Žan";;M;1:36:27;2:23:18;46:51;0;7003290;0;"";1;
6;"";;0;2:00;2:22:10;0;6;"";"OK Brežice";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Hribar";"Andraž";;M;2:00;45:36;43:36;0;887794;0;"";"Bogovič";"Vid";;M;45:36;1:37:06;51:30;0;439275;0;"";"Piltaver";"Jaka";;M;1:37:06;2:24:10;47:04;0;1398941;0;"";2;
3;"1";;0;2:00;2:32:08;0;2;"";"OK Azimut";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Hvala";"Gregor";;M;2:00;49:43;47:43;0;1398955;0;"";"Bogataj";"Mark";;M;49:43;1:45:26;55:43;0;2077611;0;"";"Tušar";"Peter";;M;1:45:26;2:34:08;48:42;0;1401615;0;"";3;
9;"";;0;2:00;2:58:28;0;5;"";"OK Komenda";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Kölner";"Blaž";;M;2:00;57:45;55:45;0;2052358;0;"";"Blaž";"Matic";;M;57:45;1:47:20;49:35;0;9101667;0;"";"Ravnikar";"Žan";;M;1:47:20;3:00:28;1:13:08;0;2069796;0;"";4;
10;"";;0;2:00;3:01:49;0;1;"";"OK Polaris";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Rojc";"Iztok";;M;2:00;1:01:34;59:34;0;7777222;0;"";"Anderluh";"Gregor";;M;1:01:34;2:03:52;1:02:18;0;305954;0;"";"Petrovič";"Blaž";;M;2:03:52;3:03:49;59:57;0;1398931;0;"";5;
2;"";;0;2:00;3:04:24;0;8;"";"KOK";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Kokelj";"Denis";;M;2:00;1:04:23;1:02:23;0;1404150;0;"";"Pretnar";"Janez";;M;1:04:23;2:13:46;1:09:23;0;886220;0;"";"Zobavnik";"Aleš";;M;2:13:46;3:06:24;52:38;0;1652011;0;"";6;
4;"2";;0;2:00;3:15:59;0;2;"";"OK Azimut";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Stanonik";"Simon";;M;2:00;1:00:37;58:37;0;2077620;0;"";"Močnik";"Matic";;M;1:00:37;2:08:52;1:08:15;0;2077605;0;"";"Močnik";"Rok";;M;2:08:52;3:17:59;1:09:07;0;9909999;0;"";7;
1;"";;0;2:00;3:37:20;0;10;"";"Austrian team";"AUT";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Habenicht";"Max";;M;2:00;1:09:56;1:07:56;0;895110;0;"";"Habenicht";"Regina";;M;1:09:56;2:22:45;1:12:49;0;9940000;0;"";"Handl";"Robert";;M;2:15:00;3:31:35;1:16:35;0;230683;0;"";8;
7;"1";;0;2:00;3:41:18;0;7;"";"OK Kapela";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Vodopija";"Goran";;M;2:00;1:09:57;1:07:57;0;2087742;0;"";"Filetin";"Luka";;M;1:09:57;2:28:18;1:18:21;0;7207151;0;"";"Spasić";"Vladimir";;M;2:15:00;3:30:00;1:15:00;0;439230;0;"";9;
8;"2";;0;2:00;;3;7;"";"OK Kapela";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Meštrović";"Tomislav";;M;2:00;1:42:09;1:40:09;0;2088246;0;"";"Čorko";"Meštrović";;M;1:42:09;4:10:29;2:28:20;3;410619;0;"";"Berženji";"Sanda";;M;2:15:00;4:22:11;2:07:11;3;2088239;0;"";;
5;"3";;0;2:00;;2;2;"";"OK Azimut";"SLO";1;"M21";"M21";3;;;;"";"";"";"0.00";0;"Mariya";"Pererelytsya";;M;2:00;1:13:15;1:11:15;0;1008096;0;"";"Močnik";"Nejc";;M;1:13:15;2:33:52;1:20:37;0;1401614;0;"";"Jazbar";"Joško";;M;2:15:00;;;1;;0;"";;
65;"";;0;14:00;1:43:36;0;1;"";"OK Polaris";"SLO";2;"M18";"M18";2;;;;"";"";"";"0.00";0;"Škarabot";"Matej";;M;14:00;1:01:50;47:50;0;1908999;0;"";"Petrovič";"Gašper";;M;1:01:50;1:57:36;55:46;0;1401504;0;"";1;
61;"";;0;14:00;1:36:06;0;5;"";"OK Komenda";"SLO";3;"M16";"M16";2;;;;"";"";"";"0.00";0;"Gregorc";"Erik";;M;14:00;51:16;37:16;0;2069810;0;"";"Kavčič";"Domen";;M;51:16;1:50:06;58:50;0;2069807;0;"";1;
63;"";;0;14:00;1:39:29;0;3;"";"OK Tivoli";"SLO";3;"M16";"M16";2;;;;"";"";"";"0.00";0;"Kunc";"Gregor";;M;14:00;56:32;42:32;0;7204990;0;"";"Smrekar";"Peter";;M;56:32;1:53:29;56:57;0;9999004;0;"";2;
60;"";;0;14:00;1:56:43;0;2;"";"OK Azimut";"SLO";3;"M16";"M16";2;;;;"";"";"";"0.00";0;"Čelik";"Aljaž";;M;14:00;1:38:00;1:24:00;0;435615;0;"";"Gantar";"Tjaž";;M;1:38:00;2:10:43;32:43;0;2077609;0;"";3;
62;"";;0;14:00;2:13:04;0;1;"";"OK Polaris";"SLO";3;"M16";"M16";2;;;;"";"";"";"0.00";0;"Anderluh";"Luka";;M;14:00;1:25:39;1:11:39;0;895021;0;"";"Svit";"Pestotnik";;M;1:25:39;2:27:04;1:01:25;0;422508;0;"";4;
29;"2";;0;14:00;1:36:38;0;1;"";"OK Polaris";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Škarabot";"Miha";;M;14:00;1:03:56;49:56;0;406774;0;"";"Petrovič";"Dušan";;M;1:03:56;1:50:38;46:42;0;1566506;0;"";1;
24;"";;0;14:00;1:39:27;0;6;"";"OK Brežice";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Jevševar";"Bojan";;M;14:00;54:55;40:55;0;2077852;0;"";"Hribar";"Anica";;M;54:55;1:53:27;58:32;0;2077785;0;"";2;
26;"1";;0;14:00;1:43:44;0;1;"";"OK Polaris";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Foški";"Valter";;M;14:00;1:05:17;51:17;0;1398948;0;"";"Šalamun";"Miro";;M;1:05:17;1:57:44;52:27;0;889729;0;"";3;
20;"";;0;14:00;1:44:02;0;9;"";"DROT";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Goran";"Nagy";;M;14:00;1:13:12;59:12;0;1311078;0;"";"Ivan";"Nagy";;M;1:13:12;1:58:02;44:50;0;435640;0;"";4;
21;"1";;0;14:00;1:44:33;0;2;"";"OK Azimut";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Poljanšek";"Aleš";;M;14:00;1:07:06;53:06;0;2069848;0;"";"Kenda";"Klemen";;M;1:07:06;1:58:33;51:27;0;887795;0;"";5;
27;"";;0;14:00;2:04:04;0;3;"";"OK Tivoli";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Kunc";"Robert";;M;14:00;1:11:04;57:04;0;2073100;0;"";"Borštnik";"Aleš";;M;1:11:04;2:18:04;1:07:00;0;406885;0;"";6;
22;"2";;0;14:00;2:07:34;0;2;"";"OK Azimut";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Močnik";"Silvij";;M;14:00;1:19:06;1:05:06;0;1401599;0;"";"Bončina";"Igor";;M;1:19:06;2:21:34;1:02:28;0;1968213;0;"";7;
28;"";;0;14:00;2:20:31;0;4;"";"ŠOK";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Draksler";"Matjaž";;M;14:00;1:17:01;1:03:01;0;520502;0;"";"Sladič";"Roman";;M;1:17:01;2:34:31;1:17:30;0;442575;0;"";8;
23;"3";;0;14:00;2:51:52;0;2;"";"OK Azimut";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Sedej";"Vlado";;M;14:00;1:35:04;1:21:04;0;1398546;0;"";"Lapajne";"Janko";;M;1:35:04;3:05:52;1:30:48;0;406850;0;"";9;
25;"";;0;14:00;;3;5;"";"OK Komenda";"SLO";4;"M35";"M35";2;;;;"";"";"";"0.00";0;"Zupan";"Gregor";;M;14:00;1:40:02;1:26:02;0;2070920;0;"";"Seljak";"Borut";;M;1:40:02;2:41:01;1:00:59;3;2062633;0;"";;
